Location,Block,Position,ID,Treatment,row,col,Year,Cut,MSC,DM,Height,Yield,FD,Yield_201,Yield_202,Height_201,Height_202,DM_201,DM_202,MSC_201,MSC_202
WA,9,15,10915,173,44,2,2019,2,2.5,NA,16.3,4.01,NA,2.74,4.45,13.8,18.8,18.97,19.01,2.4,1.8
WA,9,15,10915,173,44,2,2019,3,NA,NA,19.8,3.26,NA,2.11,3.37,14.5,19,22.21,20.53,2.5,3.1
WA,9,15,10915,173,44,2,2019,4,NA,NA,16.5,2.33,NA,1.72,2.45,12.3,14.8,18.28,18.81,2.5,2.4
WA,9,15,10915,173,44,2,2019,5,NA,NA,16,2.41,11.1,1.52,2,13.3,16,15.7,16.48,2.5,2.5
WA,9,16,10916,155,44,1,2018,1,3.5,21.24,26,4.35,NA,4.2,3.09,22,24,22.77,21.39,4,3.7
WA,9,16,10916,155,44,1,2018,2,NA,NA,NA,3.47,NA,2.53,4.13,17,22,22.8,21.69,3.3,3.7
WA,9,16,10916,155,44,1,2018,3,NA,NA,18,2.26,8,0.99,1.91,12,18,28.71,32.24,2.5,3.4
WA,9,16,10916,155,44,1,2019,1,2.8,17.25,32.5,6.31,NA,5.37,6.6,29,26.5,16.83,18.73,2.5,2.8
WA,9,16,10916,155,44,1,2019,2,2.4,NA,18,3.76,NA,2.74,4.45,13.8,18.8,18.97,19.01,2.4,1.8
WA,9,16,10916,155,44,1,2019,3,NA,NA,20.5,3.62,NA,2.11,3.37,14.5,19,22.21,20.53,2.5,3.1
WA,9,16,10916,155,44,1,2019,4,NA,NA,19.5,3.09,NA,1.72,2.45,12.3,14.8,18.28,18.81,2.5,2.4
WA,9,16,10916,155,44,1,2019,5,NA,NA,18.8,3.17,14.9,1.52,2,13.3,16,15.7,16.48,2.5,2.5
WA,9,17,10917,86,45,4,2018,1,3.5,22.19,23,3.42,NA,4.2,3.09,22,24,22.77,21.39,4,3.7
WA,9,17,10917,86,45,4,2018,2,NA,NA,NA,2.82,NA,2.53,4.13,17,22,22.8,21.69,3.3,3.7
WA,9,17,10917,86,45,4,2018,3,NA,NA,15,2.01,5,0.99,1.91,12,18,28.71,32.24,2.5,3.4
WA,9,17,10917,86,45,4,2019,1,3,16.45,23.5,4.48,NA,5.37,6.6,29,26.5,16.83,18.73,2.5,2.8
WA,9,17,10917,86,45,4,2019,2,2.5,NA,13.5,2.27,NA,2.74,4.45,13.8,18.8,18.97,19.01,2.4,1.8
WA,9,17,10917,86,45,4,2019,3,NA,NA,12.8,2.54,NA,2.11,3.37,14.5,19,22.21,20.53,2.5,3.1
WA,9,17,10917,86,45,4,2019,4,NA,NA,9,1.9,NA,1.72,2.45,12.3,14.8,18.28,18.81,2.5,2.4
WA,9,17,10917,86,45,4,2019,5,NA,NA,11.5,1.79,8.9,1.52,2,13.3,16,15.7,16.48,2.5,2.5
WA,9,18,10918,20,45,3,2018,1,3,22.54,21,3.69,NA,4.2,3.09,22,24,22.77,21.39,4,3.7
WA,9,18,10918,20,45,3,2018,2,NA,NA,NA,2.95,NA,2.53,4.13,17,22,22.8,21.69,3.3,3.7
WA,9,18,10918,20,45,3,2018,3,NA,NA,18,0.51,6,0.99,1.91,12,18,28.71,32.24,2.5,3.4
WA,9,18,10918,20,45,3,2019,1,2.6,16.73,28.5,5.88,NA,5.37,6.6,29,26.5,16.83,18.73,2.5,2.8
WA,9,18,10918,20,45,3,2019,2,2.5,NA,12,3.42,NA,2.74,4.45,13.8,18.8,18.97,19.01,2.4,1.8
WA,9,18,10918,20,45,3,2019,3,NA,NA,15.8,2.47,NA,2.11,3.37,14.5,19,22.21,20.53,2.5,3.1
WA,9,18,10918,20,45,3,2019,4,NA,NA,11.8,1.97,NA,1.72,2.45,12.3,14.8,18.28,18.81,2.5,2.4
WA,9,18,10918,20,45,3,2019,5,NA,NA,12.8,1.35,7.3,1.52,2,13.3,16,15.7,16.48,2.5,2.5
WA,9,19,10919,175,45,2,2018,1,3.6,20.64,25,4.25,NA,4.2,3.09,22,24,22.77,21.39,4,3.7
WA,9,19,10919,175,45,2,2018,2,NA,NA,NA,3.28,NA,2.53,4.13,17,22,22.8,21.69,3.3,3.7
WA,9,19,10919,175,45,2,2018,3,NA,NA,18,2.25,13,0.99,1.91,12,18,28.71,32.24,2.5,3.4
WA,9,19,10919,175,45,2,2019,1,2.9,15.53,29,NA,NA,5.37,6.6,29,26.5,16.83,18.73,2.5,2.8
WA,9,19,10919,175,45,2,2019,2,2.4,NA,17,3.87,NA,2.74,4.45,13.8,18.8,18.97,19.01,2.4,1.8
WA,9,19,10919,175,45,2,2019,3,NA,NA,16.5,3,NA,2.11,3.37,14.5,19,22.21,20.53,2.5,3.1
WA,9,19,10919,175,45,2,2019,4,NA,NA,14,2.38,NA,1.72,2.45,12.3,14.8,18.28,18.81,2.5,2.4
WA,9,19,10919,175,45,2,2019,5,NA,NA,16.5,2.55,10.8,1.52,2,13.3,16,15.7,16.48,2.5,2.5
WA,9,20,10920,187,45,1,2018,1,3.3,22.53,25,4.22,NA,4.2,3.09,22,24,22.77,21.39,4,3.7
WA,9,20,10920,187,45,1,2018,2,NA,NA,NA,2.97,NA,2.53,4.13,17,22,22.8,21.69,3.3,3.7
WA,9,20,10920,187,45,1,2018,3,NA,NA,21,2.22,16,0.99,1.91,12,18,28.71,32.24,2.5,3.4
WA,9,20,10920,187,45,1,2019,1,2.7,17.87,30,6.16,NA,5.37,6.6,29,26.5,16.83,18.73,2.5,2.8
WA,9,20,10920,187,45,1,2019,2,2.3,NA,17,3.85,NA,2.74,4.45,13.8,18.8,18.97,19.01,2.4,1.8
WA,9,20,10920,187,45,1,2019,3,NA,NA,19.8,3.62,NA,2.11,3.37,14.5,19,22.21,20.53,2.5,3.1
WA,9,20,10920,187,45,1,2019,4,NA,NA,20,3.04,NA,1.72,2.45,12.3,14.8,18.28,18.81,2.5,2.4
WA,9,20,10920,187,45,1,2019,5,NA,NA,19.8,2.5,14.9,1.52,2,13.3,16,15.7,16.48,2.5,2.5
WA,10,1,11001,49,46,4,2018,1,2.8,22.42,24,4.92,NA,4.47,4.22,NA,27,23.14,21.86,4.3,4
WA,10,1,11001,49,46,4,2018,2,NA,NA,NA,2.86,NA,3.34,3.95,16,19,21.32,21.65,2.9,3.6
WA,10,1,11001,49,46,4,2018,3,NA,NA,12,1.38,7,1.26,1.85,12,17,29.86,31.68,2.9,3.2
WA,10,1,11001,49,46,4,2019,1,2.9,18.61,25.5,5.72,NA,4.96,6.27,32,29,15.54,18.15,2.9,3.2
WA,10,1,11001,49,46,4,2019,2,2.1,NA,18.7,2.64,NA,2.63,3.84,15.3,14.8,19.95,18.98,1.6,2.1
WA,10,1,11001,49,46,4,2019,3,NA,NA,14.8,2.96,NA,2.17,3.11,13.3,15.6,22.91,20.84,2.7,3.1
WA,10,1,11001,49,46,4,2019,4,NA,NA,10.5,1.97,NA,1.83,2.79,13.3,16.5,18.72,18.61,1.8,2.5
WA,10,1,11001,49,46,4,2019,5,NA,NA,15.8,1.92,7.9,2.13,2.25,13,17.3,18.02,17.86,2.5,2.7
WA,10,2,11002,92,46,3,2018,1,2.7,24.95,26,4.16,NA,4.47,4.22,NA,27,23.14,21.86,4.3,4
WA,10,2,11002,92,46,3,2018,2,NA,NA,NA,4.65,NA,3.34,3.95,16,19,21.32,21.65,2.9,3.6
WA,10,2,11002,92,46,3,2018,3,NA,NA,13,1.95,10,1.26,1.85,12,17,29.86,31.68,2.9,3.2
WA,10,2,11002,92,46,3,2019,1,2.8,18.14,27,5.93,NA,4.96,6.27,32,29,15.54,18.15,2.9,3.2
WA,10,2,11002,92,46,3,2019,2,2.5,NA,15.5,4.4,NA,2.63,3.84,15.3,14.8,19.95,18.98,1.6,2.1
WA,10,2,11002,92,46,3,2019,3,NA,NA,22.5,3.3,NA,2.17,3.11,13.3,15.6,22.91,20.84,2.7,3.1
WA,10,2,11002,92,46,3,2019,4,NA,NA,16.5,2.47,NA,1.83,2.79,13.3,16.5,18.72,18.61,1.8,2.5
WA,10,2,11002,92,46,3,2019,5,NA,NA,16.5,1.7,12.1,2.13,2.25,13,17.3,18.02,17.86,2.5,2.7
WA,10,3,11003,198,46,2,2018,1,3.5,21.69,23,4.36,NA,4.47,4.22,NA,27,23.14,21.86,4.3,4
WA,10,3,11003,198,46,2,2018,2,NA,NA,NA,4,NA,3.34,3.95,16,19,21.32,21.65,2.9,3.6
WA,10,3,11003,198,46,2,2018,3,NA,NA,14,2.5,9,1.26,1.85,12,17,29.86,31.68,2.9,3.2
WA,10,3,11003,198,46,2,2019,1,2.9,18.01,27,5.71,NA,4.96,6.27,32,29,15.54,18.15,2.9,3.2
WA,10,3,11003,198,46,2,2019,2,2.3,NA,16.5,4.08,NA,2.63,3.84,15.3,14.8,19.95,18.98,1.6,2.1
WA,10,3,11003,198,46,2,2019,3,NA,NA,18.5,3.41,NA,2.17,3.11,13.3,15.6,22.91,20.84,2.7,3.1
WA,10,3,11003,198,46,2,2019,4,NA,NA,16.8,2.4,NA,1.83,2.79,13.3,16.5,18.72,18.61,1.8,2.5
WA,10,3,11003,198,46,2,2019,5,NA,NA,16.8,2.36,11.7,2.13,2.25,13,17.3,18.02,17.86,2.5,2.7
WA,10,4,11004,96,46,1,2018,1,3.4,22.16,25,5.06,NA,4.47,4.22,NA,27,23.14,21.86,4.3,4
WA,10,4,11004,96,46,1,2018,2,NA,NA,NA,3.38,NA,3.34,3.95,16,19,21.32,21.65,2.9,3.6
WA,10,4,11004,96,46,1,2018,3,NA,NA,16,1.62,5,1.26,1.85,12,17,29.86,31.68,2.9,3.2
WA,10,4,11004,96,46,1,2019,1,2.9,17.46,28,4.91,NA,4.96,6.27,32,29,15.54,18.15,2.9,3.2
WA,10,4,11004,96,46,1,2019,2,2.4,NA,14.8,3.28,NA,2.63,3.84,15.3,14.8,19.95,18.98,1.6,2.1
WA,10,4,11004,96,46,1,2019,3,NA,NA,15.3,2.64,NA,2.17,3.11,13.3,15.6,22.91,20.84,2.7,3.1
WA,10,4,11004,96,46,1,2019,4,NA,NA,15.5,2.3,NA,1.83,2.79,13.3,16.5,18.72,18.61,1.8,2.5
WA,10,4,11004,96,46,1,2019,5,NA,NA,15.8,2.01,10.8,2.13,2.25,13,17.3,18.02,17.86,2.5,2.7
WA,10,5,11005,57,47,4,2018,1,3,21.87,21,4.35,NA,4.47,4.22,NA,27,23.14,21.86,4.3,4
WA,10,5,11005,57,47,4,2018,2,NA,NA,NA,2.57,NA,3.34,3.95,16,19,21.32,21.65,2.9,3.6
WA,10,5,11005,57,47,4,2018,3,NA,NA,13,0.82,4,1.26,1.85,12,17,29.86,31.68,2.9,3.2
WA,10,5,11005,57,47,4,2019,1,2.3,14.23,23,3.36,NA,4.96,6.27,32,29,15.54,18.15,2.9,3.2
WA,10,5,11005,57,47,4,2019,2,1.2,NA,21.3,1.47,NA,2.63,3.84,15.3,14.8,19.95,18.98,1.6,2.1
WA,10,5,11005,57,47,4,2019,3,NA,NA,13,2.43,NA,2.17,3.11,13.3,15.6,22.91,20.84,2.7,3.1
WA,10,5,11005,57,47,4,2019,4,NA,NA,11,1.81,NA,1.83,2.79,13.3,16.5,18.72,18.61,1.8,2.5
WA,10,5,11005,57,47,4,2019,5,NA,NA,13.8,1.91,8.6,2.13,2.25,13,17.3,18.02,17.86,2.5,2.7
WA,10,6,11006,1,47,3,2018,1,3.5,22.27,26,4.06,NA,4.47,4.22,NA,27,23.14,21.86,4.3,4
WA,10,6,11006,1,47,3,2018,2,NA,NA,NA,4.71,NA,3.34,3.95,16,19,21.32,21.65,2.9,3.6
WA,10,6,11006,1,47,3,2018,3,NA,NA,22,2.28,11,1.26,1.85,12,17,29.86,31.68,2.9,3.2
WA,10,6,11006,1,47,3,2019,1,2.8,18.32,29.5,6.03,NA,4.96,6.27,32,29,15.54,18.15,2.9,3.2
WA,10,6,11006,1,47,3,2019,2,2.7,NA,13.6,3.99,NA,2.63,3.84,15.3,14.8,19.95,18.98,1.6,2.1
WA,10,6,11006,1,47,3,2019,3,NA,NA,20.5,3.24,NA,2.17,3.11,13.3,15.6,22.91,20.84,2.7,3.1
WA,10,6,11006,1,47,3,2019,4,NA,NA,14.3,2.12,NA,1.83,2.79,13.3,16.5,18.72,18.61,1.8,2.5
WA,10,6,11006,1,47,3,2019,5,NA,NA,15,1.81,13.7,2.13,2.25,13,17.3,18.02,17.86,2.5,2.7
WA,10,7,11007,166,47,2,2018,1,3.6,20.2,23,4.16,NA,4.47,4.22,NA,27,23.14,21.86,4.3,4
WA,10,7,11007,166,47,2,2018,2,NA,NA,NA,4.03,NA,3.34,3.95,16,19,21.32,21.65,2.9,3.6
WA,10,7,11007,166,47,2,2018,3,NA,NA,18,2.58,24,1.26,1.85,12,17,29.86,31.68,2.9,3.2
WA,10,7,11007,166,47,2,2019,1,2.9,18.96,30,5.72,NA,4.96,6.27,32,29,15.54,18.15,2.9,3.2
WA,10,7,11007,166,47,2,2019,2,3,NA,16.3,4.17,NA,2.63,3.84,15.3,14.8,19.95,18.98,1.6,2.1
WA,10,7,11007,166,47,2,2019,3,NA,NA,20.3,3.21,NA,2.17,3.11,13.3,15.6,22.91,20.84,2.7,3.1
WA,10,7,11007,166,47,2,2019,4,NA,NA,19,2.5,NA,1.83,2.79,13.3,16.5,18.72,18.61,1.8,2.5
WA,10,7,11007,166,47,2,2019,5,NA,NA,19.8,2.53,21.9,2.13,2.25,13,17.3,18.02,17.86,2.5,2.7
WA,10,8,11008,101,47,1,2018,1,3.7,21.33,24,5.22,NA,4.47,4.22,NA,27,23.14,21.86,4.3,4
WA,10,8,11008,101,47,1,2018,2,NA,NA,NA,3.18,NA,3.34,3.95,16,19,21.32,21.65,2.9,3.6
WA,10,8,11008,101,47,1,2018,3,NA,NA,16,1.65,7,1.26,1.85,12,17,29.86,31.68,2.9,3.2
WA,10,8,11008,101,47,1,2019,1,2.9,17.28,28,4.94,NA,4.96,6.27,32,29,15.54,18.15,2.9,3.2
WA,10,8,11008,101,47,1,2019,2,2.4,NA,12,3.35,NA,2.63,3.84,15.3,14.8,19.95,18.98,1.6,2.1
WA,10,8,11008,101,47,1,2019,3,NA,NA,16,2.81,NA,2.17,3.11,13.3,15.6,22.91,20.84,2.7,3.1
WA,10,8,11008,101,47,1,2019,4,NA,NA,15.8,2.59,NA,1.83,2.79,13.3,16.5,18.72,18.61,1.8,2.5
WA,10,8,11008,101,47,1,2019,5,NA,NA,17.5,2.23,13,2.13,2.25,13,17.3,18.02,17.86,2.5,2.7
WA,10,9,11009,178,48,4,2018,1,3.9,22.03,23,5.18,NA,4.47,4.22,NA,27,23.14,21.86,4.3,4
WA,10,9,11009,178,48,4,2018,2,NA,NA,NA,4.36,NA,3.34,3.95,16,19,21.32,21.65,2.9,3.6
WA,10,9,11009,178,48,4,2018,3,NA,NA,10,2.68,14,1.26,1.85,12,17,29.86,31.68,2.9,3.2
WA,10,9,11009,178,48,4,2019,1,2.8,17.09,27,6.67,NA,4.96,6.27,32,29,15.54,18.15,2.9,3.2
WA,10,9,11009,178,48,4,2019,2,0.9,NA,10.8,4.1,NA,2.63,3.84,15.3,14.8,19.95,18.98,1.6,2.1
WA,10,9,11009,178,48,4,2019,3,NA,NA,20,4,NA,2.17,3.11,13.3,15.6,22.91,20.84,2.7,3.1
WA,10,9,11009,178,48,4,2019,4,NA,NA,16,3.21,NA,1.83,2.79,13.3,16.5,18.72,18.61,1.8,2.5
WA,10,9,11009,178,48,4,2019,5,NA,NA,17.3,3.44,14.6,2.13,2.25,13,17.3,18.02,17.86,2.5,2.7
WA,10,10,11010,21,48,3,2018,1,2.9,22.81,22,3.25,NA,4.47,4.22,NA,27,23.14,21.86,4.3,4
WA,10,10,11010,21,48,3,2018,2,NA,NA,NA,3.07,NA,3.34,3.95,16,19,21.32,21.65,2.9,3.6
WA,10,10,11010,21,48,3,2018,3,NA,NA,20,0.87,5,1.26,1.85,12,17,29.86,31.68,2.9,3.2
WA,10,10,11010,21,48,3,2019,1,2.8,14.47,25.5,3.83,NA,4.96,6.27,32,29,15.54,18.15,2.9,3.2
WA,10,10,11010,21,48,3,2019,2,1.9,NA,16.3,2.41,NA,2.63,3.84,15.3,14.8,19.95,18.98,1.6,2.1
WA,10,10,11010,21,48,3,2019,3,NA,NA,11.8,1.84,NA,2.17,3.11,13.3,15.6,22.91,20.84,2.7,3.1
WA,10,10,11010,21,48,3,2019,4,NA,NA,11.3,1.83,NA,1.83,2.79,13.3,16.5,18.72,18.61,1.8,2.5
WA,10,10,11010,21,48,3,2019,5,NA,NA,10.5,1.25,5.7,2.13,2.25,13,17.3,18.02,17.86,2.5,2.7
WA,10,11,11011,88,48,2,2018,1,3,22.93,21,3.2,NA,4.47,4.22,NA,27,23.14,21.86,4.3,4
WA,10,11,11011,88,48,2,2018,2,NA,NA,NA,2.66,NA,3.34,3.95,16,19,21.32,21.65,2.9,3.6
WA,10,11,11011,88,48,2,2018,3,NA,NA,22,0.84,6,1.26,1.85,12,17,29.86,31.68,2.9,3.2
WA,10,11,11011,88,48,2,2019,1,3,16.45,24.5,3.9,NA,4.96,6.27,32,29,15.54,18.15,2.9,3.2
WA,10,11,11011,88,48,2,2019,2,2.1,NA,21.3,2.25,NA,2.63,3.84,15.3,14.8,19.95,18.98,1.6,2.1
WA,10,11,11011,88,48,2,2019,3,NA,NA,14.3,1.78,NA,2.17,3.11,13.3,15.6,22.91,20.84,2.7,3.1
WA,10,11,11011,88,48,2,2019,4,NA,NA,9.5,1.73,NA,1.83,2.79,13.3,16.5,18.72,18.61,1.8,2.5
WA,10,11,11011,88,48,2,2019,5,NA,NA,9,1.27,8.6,2.13,2.25,13,17.3,18.02,17.86,2.5,2.7
WA,10,12,11012,142,48,1,2018,1,3.5,22.94,19,4.79,NA,4.47,4.22,NA,27,23.14,21.86,4.3,4
WA,10,12,11012,142,48,1,2018,2,NA,NA,NA,1,NA,3.34,3.95,16,19,21.32,21.65,2.9,3.6
WA,10,12,11012,142,48,1,2018,3,NA,NA,NA,NA,NA,1.26,1.85,12,17,29.86,31.68,2.9,3.2
WA,10,12,11012,142,48,1,2019,1,2.8,16.31,18,3.5,NA,4.96,6.27,32,29,15.54,18.15,2.9,3.2
WA,10,12,11012,142,48,1,2019,2,2.8,NA,21.5,1.81,NA,2.63,3.84,15.3,14.8,19.95,18.98,1.6,2.1
WA,10,12,11012,142,48,1,2019,3,NA,NA,5.3,0.99,NA,2.17,3.11,13.3,15.6,22.91,20.84,2.7,3.1
WA,10,12,11012,142,48,1,2019,4,NA,NA,6,1.47,NA,1.83,2.79,13.3,16.5,18.72,18.61,1.8,2.5
WA,10,12,11012,142,48,1,2019,5,NA,NA,7.8,1.43,4.1,2.13,2.25,13,17.3,18.02,17.86,2.5,2.7
WA,10,13,11013,85,49,4,2018,1,3.4,21.93,23,4.58,NA,4.47,4.22,NA,27,23.14,21.86,4.3,4
WA,10,13,11013,85,49,4,2018,2,NA,NA,NA,3.61,NA,3.34,3.95,16,19,21.32,21.65,2.9,3.6
WA,10,13,11013,85,49,4,2018,3,NA,NA,17,1.96,5,1.26,1.85,12,17,29.86,31.68,2.9,3.2
WA,10,13,11013,85,49,4,2019,1,2.4,15.26,31,5.52,NA,4.96,6.27,32,29,15.54,18.15,2.9,3.2
WA,10,13,11013,85,49,4,2019,2,2.5,NA,19.9,2.59,NA,2.63,3.84,15.3,14.8,19.95,18.98,1.6,2.1
WA,10,13,11013,85,49,4,2019,3,NA,NA,14.3,3.13,NA,2.17,3.11,13.3,15.6,22.91,20.84,2.7,3.1
WA,10,13,11013,85,49,4,2019,4,NA,NA,10.5,2.21,NA,1.83,2.79,13.3,16.5,18.72,18.61,1.8,2.5
WA,10,13,11013,85,49,4,2019,5,NA,NA,11.3,2.33,7.9,2.13,2.25,13,17.3,18.02,17.86,2.5,2.7
WA,10,14,11014,15,49,3,2018,1,2.5,21.26,24,4.17,NA,4.47,4.22,NA,27,23.14,21.86,4.3,4
WA,10,14,11014,15,49,3,2018,2,NA,NA,NA,3.65,NA,3.34,3.95,16,19,21.32,21.65,2.9,3.6
WA,10,14,11014,15,49,3,2018,3,NA,NA,13,1.52,6,1.26,1.85,12,17,29.86,31.68,2.9,3.2
WA,10,14,11014,15,49,3,2019,1,2.7,15.74,25.5,4.29,NA,4.96,6.27,32,29,15.54,18.15,2.9,3.2
WA,10,14,11014,15,49,3,2019,2,2.6,NA,18,2.73,NA,2.63,3.84,15.3,14.8,19.95,18.98,1.6,2.1
WA,10,14,11014,15,49,3,2019,3,NA,NA,13,2.33,NA,2.17,3.11,13.3,15.6,22.91,20.84,2.7,3.1
WA,10,14,11014,15,49,3,2019,4,NA,NA,9,2.04,NA,1.83,2.79,13.3,16.5,18.72,18.61,1.8,2.5
WA,10,14,11014,15,49,3,2019,5,NA,NA,11.5,1.35,8.6,2.13,2.25,13,17.3,18.02,17.86,2.5,2.7
WA,10,15,11015,148,49,2,2018,1,3.1,22.29,22,3.78,NA,4.47,4.22,NA,27,23.14,21.86,4.3,4
WA,10,15,11015,148,49,2,2018,2,NA,NA,NA,3.18,NA,3.34,3.95,16,19,21.32,21.65,2.9,3.6
WA,10,15,11015,148,49,2,2018,3,NA,NA,15,2.02,4,1.26,1.85,12,17,29.86,31.68,2.9,3.2
WA,10,15,11015,148,49,2,2019,1,3,20.49,28.5,7.38,NA,4.96,6.27,32,29,15.54,18.15,2.9,3.2
WA,10,15,11015,148,49,2,2019,2,1.6,NA,19,3.35,NA,2.63,3.84,15.3,14.8,19.95,18.98,1.6,2.1
WA,10,15,11015,148,49,2,2019,3,NA,NA,15.3,2.9,NA,2.17,3.11,13.3,15.6,22.91,20.84,2.7,3.1
WA,10,15,11015,148,49,2,2019,4,NA,NA,15,2.59,NA,1.83,2.79,13.3,16.5,18.72,18.61,1.8,2.5
WA,10,15,11015,148,49,2,2019,5,NA,NA,17,2.57,12.1,2.13,2.25,13,17.3,18.02,17.86,2.5,2.7
WA,10,16,11016,202,49,1,2018,1,4,21.86,27,4.22,NA,4.47,4.22,NA,27,23.14,21.86,4.3,4
WA,10,16,11016,202,49,1,2018,2,3.6,21.65,19,3.95,NA,3.34,3.95,16,19,21.32,21.65,2.9,3.6
WA,10,16,11016,202,49,1,2018,3,3.2,31.68,17,1.85,8,1.26,1.85,12,17,29.86,31.68,2.9,3.2
WA,10,16,11016,202,49,1,2019,1,3.2,18.15,29,6.27,NA,4.96,6.27,32,29,15.54,18.15,2.9,3.2
WA,10,16,11016,202,49,1,2019,2,2.1,18.98,14.8,3.84,NA,2.63,3.84,15.3,14.8,19.95,18.98,1.6,2.1
WA,10,16,11016,202,49,1,2019,3,3.1,20.84,15.6,3.11,NA,2.17,3.11,13.3,15.6,22.91,20.84,2.7,3.1
WA,10,16,11016,202,49,1,2019,4,2.5,18.61,16.5,2.79,NA,1.83,2.79,13.3,16.5,18.72,18.61,1.8,2.5
WA,10,16,11016,202,49,1,2019,5,2.7,17.86,17.3,2.25,14,2.13,2.25,13,17.3,18.02,17.86,2.5,2.7
WA,10,17,11017,59,50,4,2018,1,3.3,22.68,22,4.36,NA,4.47,4.22,NA,27,23.14,21.86,4.3,4
WA,10,17,11017,59,50,4,2018,2,NA,NA,NA,4.13,NA,3.34,3.95,16,19,21.32,21.65,2.9,3.6
WA,10,17,11017,59,50,4,2018,3,NA,NA,17,2.37,9,1.26,1.85,12,17,29.86,31.68,2.9,3.2
WA,10,17,11017,59,50,4,2019,1,2.8,16.58,24.5,5.24,NA,4.96,6.27,32,29,15.54,18.15,2.9,3.2
WA,10,17,11017,59,50,4,2019,2,2.4,NA,15.3,2.84,NA,2.63,3.84,15.3,14.8,19.95,18.98,1.6,2.1
WA,10,17,11017,59,50,4,2019,3,NA,NA,15.8,3.02,NA,2.17,3.11,13.3,15.6,22.91,20.84,2.7,3.1
WA,10,17,11017,59,50,4,2019,4,NA,NA,15.3,2.38,NA,1.83,2.79,13.3,16.5,18.72,18.61,1.8,2.5
WA,10,17,11017,59,50,4,2019,5,NA,NA,14.3,2.16,9.5,2.13,2.25,13,17.3,18.02,17.86,2.5,2.7
WA,10,18,11018,105,50,3,2018,1,3.1,20.69,24,4.74,NA,4.47,4.22,NA,27,23.14,21.86,4.3,4
WA,10,18,11018,105,50,3,2018,2,NA,NA,NA,5.21,NA,3.34,3.95,16,19,21.32,21.65,2.9,3.6
WA,10,18,11018,105,50,3,2018,3,NA,NA,17,2.63,9,1.26,1.85,12,17,29.86,31.68,2.9,3.2
WA,10,18,11018,105,50,3,2019,1,2.9,17.28,24.5,6.32,NA,4.96,6.27,32,29,15.54,18.15,2.9,3.2
WA,10,18,11018,105,50,3,2019,2,2.1,NA,19.7,3.42,NA,2.63,3.84,15.3,14.8,19.95,18.98,1.6,2.1
WA,10,18,11018,105,50,3,2019,3,NA,NA,14.8,2.69,NA,2.17,3.11,13.3,15.6,22.91,20.84,2.7,3.1
WA,10,18,11018,105,50,3,2019,4,NA,NA,12.3,2.54,NA,1.83,2.79,13.3,16.5,18.72,18.61,1.8,2.5
WA,10,18,11018,105,50,3,2019,5,NA,NA,18.3,2.13,11.7,2.13,2.25,13,17.3,18.02,17.86,2.5,2.7
WA,10,19,11019,201,50,2,2018,1,4.3,23.14,NA,4.47,NA,4.47,4.22,NA,27,23.14,21.86,4.3,4
WA,10,19,11019,201,50,2,2018,2,2.9,21.32,16,3.34,NA,3.34,3.95,16,19,21.32,21.65,2.9,3.6
WA,10,19,11019,201,50,2,2018,3,2.9,29.86,12,1.26,5,1.26,1.85,12,17,29.86,31.68,2.9,3.2
WA,10,19,11019,201,50,2,2019,1,2.9,15.54,32,4.96,NA,4.96,6.27,32,29,15.54,18.15,2.9,3.2
WA,10,19,11019,201,50,2,2019,2,1.6,19.95,15.3,2.63,NA,2.63,3.84,15.3,14.8,19.95,18.98,1.6,2.1
WA,10,19,11019,201,50,2,2019,3,2.7,22.91,13.3,2.17,NA,2.17,3.11,13.3,15.6,22.91,20.84,2.7,3.1
WA,10,19,11019,201,50,2,2019,4,1.8,18.72,13.3,1.83,NA,1.83,2.79,13.3,16.5,18.72,18.61,1.8,2.5
WA,10,19,11019,201,50,2,2019,5,2.5,18.02,13,2.13,8.6,2.13,2.25,13,17.3,18.02,17.86,2.5,2.7
WA,10,20,11020,153,50,1,2018,1,4.2,22.33,24,4.36,NA,4.47,4.22,NA,27,23.14,21.86,4.3,4
WA,10,20,11020,153,50,1,2018,2,NA,NA,NA,3.38,NA,3.34,3.95,16,19,21.32,21.65,2.9,3.6
WA,10,20,11020,153,50,1,2018,3,NA,NA,14,1.68,8,1.26,1.85,12,17,29.86,31.68,2.9,3.2
WA,10,20,11020,153,50,1,2019,1,3.1,17.1,30,6.07,NA,4.96,6.27,32,29,15.54,18.15,2.9,3.2
WA,10,20,11020,153,50,1,2019,2,2.5,NA,15.7,3.28,NA,2.63,3.84,15.3,14.8,19.95,18.98,1.6,2.1
WA,10,20,11020,153,50,1,2019,3,NA,NA,16.5,2.31,NA,2.17,3.11,13.3,15.6,22.91,20.84,2.7,3.1
WA,10,20,11020,153,50,1,2019,4,NA,NA,15,2.42,NA,1.83,2.79,13.3,16.5,18.72,18.61,1.8,2.5
WA,10,20,11020,153,50,1,2019,5,NA,NA,16.5,2.24,11.4,2.13,2.25,13,17.3,18.02,17.86,2.5,2.7
WA,11,1,11101,167,51,4,2018,1,3.2,21.01,NA,4.78,NA,5.7,3.55,NA,20,22.06,21.79,4.2,3.1
WA,11,1,11101,167,51,4,2018,2,NA,NA,NA,5.73,NA,4.32,4.64,22,22,18.92,19.04,3.4,2.8
WA,11,1,11101,167,51,4,2018,3,NA,NA,24,3.44,18,2.22,2.58,19,21,26.32,25.07,2.5,2.6
